Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count
2004,0.33,0.01,0.0,0.05,0.4,66,43.0,6.0
2004,0.09,0.07,0.0,0.02,0.18,48,43.0,6.0
2004,0.11,0.09,0.0,0.03,0.23,39,43.0,6.0
2004,0.03,0.02,0.0,0.01,0.06,59,42.0,10.0
2004,0.03,0.03,0.0,0.01,0.07,64,41.0,51.0
2004,0.03,0.01,0.0,0.0,0.04,41,40.0,10.0
2004,0.1,0.0,0.0,0.01,0.11,28,39.0,26.0
2004,0.07,0.13,0.0,0.02,0.21,72,35.0,1509.0
2004,0.56,0.44,0.0,0.15,1.15,43,34.0,13.0
2004,0.1,0.04,0.0,0.0,0.14,30,30.0,4.0
2004,0.03,0.01,0.0,0.0,0.05,35,20.0,9.0
2004,5.01,3.07,1.25,0.97,10.3,85,82.0,322.0
2003,0.1,0.04,0.0,0.0,0.15,83,96.0,16.0
2003,0.34,0.13,0.11,0.01,0.59,81,96.0,116.0
2003,0.01,0.0,0.0,0.0,0.01,81,95.0,4.0
2003,0.47,0.17,0.0,0.01,0.65,89,94.0,97.0
2003,0.03,0.01,0.0,0.0,0.05,80,94.0,5.0
2003,0.1,0.03,0.0,0.0,0.13,70,94.0,5.0
2003,0.08,0.02,0.0,0.0,0.1,83,93.0,19.0
2003,0.63,0.21,1.13,0.13,2.11,78,93.0,201.0
2003,0.07,0.03,0.0,0.0,0.1,78,93.0,23.0
2003,0.26,0.2,0.0,0.07,0.53,75,93.0,49.0
2003,0.02,0.01,0.0,0.0,0.03,74,93.0,6.0
2003,0.03,0.01,0.0,0.0,0.05,70,93.0,9.0
2003,1.68,0.44,0.0,0.08,2.19,94,92.0,317.0
2003,0.49,0.18,0.29,0.01,0.97,88,92.0,144.0
2003,0.14,0.05,0.0,0.0,0.2,82,92.0,40.0
2003,0.08,0.06,0.0,0.02,0.16,81,92.0,100.0
2003,0.06,0.02,0.0,0.0,0.08,80,92.0,5.0
2003,0.39,0.15,0.0,0.01,0.55,79,92.0,19.0
2003,0.06,0.02,0.0,0.0,0.08,72,92.0,5.0
2003,0.14,0.05,0.0,0.0,0.19,67,92.0,17.0
2003,0.11,0.09,0.0,0.03,0.23,61,92.0,6.0
2003,0.13,0.04,0.0,0.01,0.17,57,92.0,5.0
2003,0.99,0.32,0.11,0.08,1.5,93,91.0,135.0
2003,0.93,0.52,0.0,0.22,1.67,93,91.0,125.0
2003,0.2,0.07,0.0,0.0,0.28,91,91.0,127.0
2003,0.85,0.37,0.0,0.05,1.27,85,91.0,26.0
2003,0.18,0.05,0.0,0.01,0.23,85,91.0,15.0
2003,0.71,0.38,0.0,0.05,1.14,84,91.0,31.0
2003,0.17,0.13,0.0,0.04,0.35,83,91.0,17.0
2003,0.09,0.07,0.0,0.02,0.19,79,91.0,21.0
2003,0.09,0.02,0.0,0.0,0.12,79,91.0,11.0
2003,0.05,0.04,0.0,0.01,0.11,78,91.0,13.0
2003,0.08,0.06,0.19,0.02,0.34,77,91.0,18.0
2003,0.04,0.01,0.0,0.0,0.05,75,91.0,15.0
2003,0.1,0.03,0.0,0.0,0.14,74,91.0,7.0
2003,0.17,0.13,0.51,0.04,0.86,72,91.0,39.0
2003,0.04,0.01,0.0,0.0,0.06,68,91.0,14.0
2003,0.1,0.03,0.0,0.0,0.14,68,91.0,7.0
2003,0.19,0.15,0.26,0.05,0.65,63,91.0,88.0
2003,0.01,0.1,0.0,0.02,0.14,93,90.0,1497.0
2003,0.35,0.27,0.0,0.09,0.71,93,90.0,48.0
2003,0.08,1.24,1.13,0.45,2.9,93,90.0,45.0
2003,0.01,0.02,0.0,0.01,0.04,89,90.0,274.0
2003,0.58,0.87,0.0,0.09,1.54,88,90.0,713.0
2003,2.22,0.51,0.06,0.15,2.94,87,90.0,93.0
2003,0.0,0.02,0.0,0.0,0.03,86,90.0,802.0
2003,0.02,0.02,0.0,0.01,0.05,85,90.0,185.0
2003,0.21,0.05,0.0,0.01,0.27,84,90.0,4.0
2003,0.69,0.48,0.01,0.03,1.21,83,90.0,45.0
2003,0.08,0.06,0.0,0.02,0.16,83,90.0,12.0
2003,0.15,0.04,0.0,0.01,0.2,82,90.0,9.0
2003,0.43,0.2,0.0,0.03,0.66,81,90.0,15.0
2003,0.21,0.05,0.0,0.01,0.27,80,90.0,59.0
2003,0.21,0.06,0.0,0.01,0.29,80,90.0,9.0
2003,0.02,0.01,0.0,0.0,0.03,75,90.0,9.0
2003,0.02,0.01,0.0,0.0,0.03,73,90.0,5.0
2003,1.08,0.45,0.0,0.14,1.67,71,90.0,85.0
2003,0.22,0.06,0.0,0.01,0.28,70,90.0,4.0
2003,0.56,0.44,0.0,0.15,1.15,68,90.0,28.0
2003,0.06,0.04,0.0,0.01,0.11,67,90.0,5.0
2003,0.05,0.04,0.23,0.01,0.33,59,90.0,24.0
2003,0.78,0.18,0.03,0.0,1.0,92,89.0,54.0
2003,0.27,0.08,0.0,0.01,0.36,91,89.0,45.0
2003,0.53,0.41,0.0,0.14,1.08,88,89.0,77.0
2003,0.16,0.13,0.0,0.04,0.33,84,89.0,74.0
2003,0.15,0.12,0.11,0.04,0.41,82,89.0,65.0
2003,0.17,0.13,0.0,0.04,0.35,81,89.0,17.0
2003,0.4,0.14,0.0,0.02,0.56,81,89.0,12.0
2003,0.51,0.4,0.0,0.13,1.04,81,89.0,17.0
2003,0.26,0.2,0.0,0.07,0.54,80,89.0,68.0
2003,0.95,0.74,0.0,0.25,1.94,80,89.0,41.0
2003,0.23,0.18,0.0,0.06,0.47,79,89.0,32.0
2003,0.61,0.16,0.0,0.02,0.79,79,89.0,148.0
2003,0.09,0.07,0.0,0.02,0.19,79,89.0,13.0
2003,1.2,0.48,0.29,0.07,2.04,78,89.0,53.0
2003,0.78,0.29,0.0,0.02,1.09,75,89.0,39.0
2003,0.13,0.1,0.0,0.03,0.27,75,89.0,21.0
2003,0.44,0.12,0.45,0.03,1.04,74,89.0,39.0
2003,0.03,0.03,0.0,0.01,0.07,74,89.0,10.0
2003,0.09,0.07,0.0,0.02,0.18,72,89.0,47.0
2003,0.02,0.01,0.0,0.0,0.04,71,89.0,10.0
2003,0.24,0.07,0.0,0.01,0.31,70,89.0,16.0
2003,0.45,0.1,0.0,0.02,0.57,70,89.0,17.0
2003,0.08,0.06,0.0,0.02,0.16,69,89.0,28.0
2003,0.05,0.04,0.0,0.01,0.11,67,89.0,23.0
2003,0.35,0.27,0.21,0.09,0.91,63,89.0,23.0
2003,0.0,0.03,0.0,0.01,0.04,94,88.0,1520.0
2003,1.35,0.09,0.0,0.23,1.67,94,88.0,81.0
2003,0.88,1.03,0.0,0.31,2.22,92,88.0,204.0
2003,1.06,0.62,0.13,0.25,2.06,92,88.0,120.0
2003,1.69,0.2,0.0,0.06,1.95,90,88.0,70.0
2003,1.18,0.34,0.0,0.1,1.63,89,88.0,40.0
2003,0.62,0.04,0.0,0.02,0.68,89,88.0,24.0
2003,0.65,0.19,0.0,0.03,0.87,88,88.0,45.0
2003,0.4,0.02,0.0,0.02,0.43,88,88.0,19.0
2003,0.09,0.07,0.0,0.02,0.18,86,88.0,26.0
2003,0.35,0.27,0.0,0.09,0.71,85,88.0,315.0
2003,0.49,0.16,0.0,0.02,0.67,84,88.0,33.0
2003,0.42,0.11,0.0,0.02,0.54,82,88.0,10.0
2003,0.06,0.01,0.0,0.0,0.07,82,88.0,12.0
2003,0.5,0.39,0.0,0.13,1.03,82,88.0,12.0
2003,0.61,0.24,0.0,0.03,0.87,81,88.0,17.0
2003,0.05,0.01,0.0,0.0,0.07,81,88.0,12.0
2003,0.04,0.01,0.0,0.0,0.05,80,88.0,9.0
2003,0.11,0.03,0.0,0.0,0.14,79,88.0,12.0
2003,0.19,0.05,0.0,0.01,0.25,77,88.0,4.0
2003,0.11,0.04,0.0,0.0,0.15,75,88.0,5.0
2003,0.12,0.03,0.0,0.01,0.16,75,88.0,18.0
2003,0.24,0.07,0.0,0.01,0.32,74,88.0,16.0
2003,0.03,0.01,0.0,0.0,0.04,74,88.0,6.0
2003,0.67,0.25,0.0,0.02,0.93,71,88.0,8.0
2003,0.05,0.01,0.0,0.0,0.07,69,88.0,19.0
2003,0.21,0.16,0.0,0.06,0.43,68,88.0,16.0
2003,0.08,0.02,0.0,0.0,0.11,65,88.0,20.0
2003,0.04,0.01,0.0,0.0,0.05,60,88.0,4.0
2003,0.19,0.15,0.0,0.05,0.38,60,88.0,25.0
2003,0.29,0.08,0.0,0.01,0.39,92,87.0,25.0
2003,0.29,0.08,0.0,0.01,0.38,92,87.0,45.0
2003,2.29,1.17,0.01,0.42,3.9,90,87.0,121.0
2003,0.18,0.05,0.0,0.01,0.23,89,87.0,25.0
2003,0.12,0.1,0.0,0.03,0.25,87,87.0,19.0
2003,1.5,1.28,0.05,0.46,3.28,85,87.0,105.0
2003,0.01,0.24,0.0,0.03,0.29,84,87.0,268.0
2003,0.02,0.02,0.0,0.0,0.04,84,87.0,119.0
2003,1.09,0.55,0.0,0.07,1.71,83,87.0,35.0
2003,0.07,0.05,0.25,0.02,0.38,82,87.0,83.0
2003,0.13,0.04,0.0,0.01,0.17,82,87.0,15.0
2003,0.08,0.02,0.0,0.0,0.1,80,87.0,13.0
2003,0.24,0.19,0.0,0.06,0.5,80,87.0,16.0
2003,0.34,0.1,0.0,0.02,0.45,76,87.0,30.0
2003,0.26,0.07,0.0,0.01,0.33,76,87.0,47.0
2003,0.0,0.02,0.0,0.0,0.02,74,87.0,76.0
2003,0.0,0.02,0.0,0.0,0.02,72,87.0,55.0
2003,0.19,0.05,0.0,0.01,0.25,71,87.0,31.0
2003,0.0,0.01,0.0,0.0,0.01,70,87.0,67.0
2003,0.04,0.03,0.0,0.01,0.09,69,87.0,22.0
2003,0.08,0.07,0.0,0.02,0.17,68,87.0,14.0
2003,0.06,0.05,0.0,0.02,0.13,66,87.0,15.0
2003,0.2,0.16,0.0,0.05,0.41,65,87.0,6.0
2003,0.06,0.02,0.0,0.0,0.08,64,87.0,7.0
2003,0.45,0.35,0.0,0.12,0.92,59,87.0,31.0
2003,0.11,0.03,0.0,0.01,0.15,89,86.0,14.0
2003,0.0,0.02,0.0,0.0,0.02,86,86.0,38.0
2003,0.06,0.02,0.0,0.0,0.09,85,86.0,18.0
2003,3.27,2.83,0.08,1.02,7.2,85,86.0,171.0
2003,0.0,0.03,0.0,0.0,0.03,81,86.0,293.0
2003,0.18,0.07,0.17,0.01,0.43,81,86.0,18.0
2003,1.03,0.8,0.0,0.09,1.92,80,86.0,31.0
2003,0.04,0.03,0.0,0.01,0.08,79,86.0,10.0
2003,0.07,0.03,0.0,0.0,0.1,77,86.0,8.0
2003,0.14,0.11,0.0,0.04,0.29,76,86.0,38.0
2003,0.14,0.11,0.25,0.04,0.54,75,86.0,22.0
2003,0.14,0.04,0.0,0.01,0.18,73,86.0,17.0
2003,0.28,0.22,0.0,0.07,0.57,73,86.0,35.0
2003,0.21,0.17,0.0,0.06,0.43,73,86.0,53.0
2003,0.15,0.11,0.0,0.04,0.3,73,86.0,7.0
2003,0.13,0.04,0.0,0.01,0.17,72,86.0,5.0
2003,0.05,0.04,0.0,0.01,0.11,71,86.0,17.0
2003,0.74,0.19,0.0,0.03,0.95,71,86.0,34.0
2003,0.03,0.02,0.0,0.01,0.06,68,86.0,8.0
2003,0.03,0.01,0.0,0.0,0.04,61,86.0,9.0
2003,0.05,0.04,0.0,0.01,0.09,59,86.0,43.0
2003,0.26,0.2,0.0,0.07,0.54,59,86.0,14.0
2003,0.09,0.07,0.0,0.02,0.18,59,86.0,15.0
2003,0.18,0.05,0.0,0.01,0.24,53,86.0,12.0
2003,0.02,0.01,0.0,0.0,0.03,44,86.0,5.0
2003,0.27,0.21,0.0,0.07,0.56,91,85.0,25.0
2003,0.41,0.11,0.12,0.02,0.65,89,85.0,161.0
2003,0.12,0.03,0.0,0.0,0.15,89,85.0,18.0
2003,0.54,0.14,0.0,0.02,0.7,89,85.0,24.0
2003,0.07,0.02,0.0,0.0,0.1,87,85.0,14.0
2003,0.54,0.21,0.31,0.04,1.1,86,85.0,176.0
2003,0.91,0.57,0.0,0.07,1.55,86,85.0,31.0
2003,0.07,0.02,0.0,0.0,0.09,85,85.0,42.0
2003,1.25,0.29,0.0,0.24,1.78,85,85.0,47.0
2003,0.53,0.14,0.0,0.02,0.69,84,85.0,21.0
2003,0.08,0.06,0.0,0.02,0.16,83,85.0,8.0
2003,0.19,0.05,0.0,0.01,0.25,81,85.0,8.0
2003,0.1,0.03,0.0,0.0,0.14,79,85.0,22.0
2003,0.11,0.04,0.0,0.0,0.16,77,85.0,18.0
2003,0.09,0.07,0.0,0.02,0.19,77,85.0,17.0
2003,0.11,0.09,0.0,0.03,0.23,73,85.0,14.0
2003,0.08,0.02,0.0,0.0,0.1,70,85.0,10.0
2003,0.21,0.06,0.0,0.01,0.28,68,85.0,27.0
2003,0.31,0.08,0.0,0.01,0.4,68,85.0,10.0
2003,0.05,0.04,0.61,0.01,0.72,66,85.0,37.0
2003,0.05,0.01,0.0,0.0,0.06,62,85.0,32.0
2003,0.04,0.01,0.0,0.0,0.06,59,85.0,31.0
2003,0.16,0.12,0.0,0.04,0.32,59,85.0,6.0
2003,0.25,0.06,0.0,0.01,0.32,92,84.0,41.0
2003,0.26,0.21,0.0,0.07,0.54,89,84.0,38.0
2003,0.08,0.02,0.0,0.0,0.11,88,84.0,24.0
2003,0.08,0.02,0.0,0.0,0.1,85,84.0,7.0
2003,0.47,0.15,0.0,0.02,0.64,84,84.0,49.0
2003,0.06,0.02,0.0,0.0,0.08,83,84.0,8.0
2003,1.07,1.19,0.0,0.18,2.43,81,84.0,42.0
2003,0.25,0.2,0.0,0.07,0.52,81,84.0,57.0
2003,0.46,0.36,0.0,0.12,0.94,79,84.0,74.0
2003,0.44,0.34,0.25,0.11,1.14,79,84.0,38.0
2003,0.19,0.06,0.0,0.01,0.26,77,84.0,7.0
2003,0.03,0.01,0.0,0.0,0.05,75,84.0,5.0
2003,0.05,0.02,0.0,0.0,0.07,75,84.0,8.0
2003,0.1,0.03,0.0,0.0,0.13,74,84.0,7.0
2003,0.09,0.03,0.0,0.0,0.12,73,84.0,22.0
2003,0.09,0.03,0.0,0.0,0.12,73,84.0,14.0
2003,0.04,0.01,0.0,0.0,0.06,69,84.0,10.0
2003,0.09,0.07,0.0,0.02,0.19,66,84.0,30.0
2003,0.16,0.05,0.0,0.01,0.21,65,84.0,16.0
2003,0.06,0.02,0.0,0.0,0.08,62,84.0,13.0
2003,0.57,0.45,0.0,0.15,1.17,57,84.0,37.0
2003,0.22,0.06,0.0,0.01,0.3,56,84.0,9.0
2003,0.38,0.1,0.12,0.02,0.62,93,83.0,115.0
2003,1.02,0.02,0.0,0.05,1.09,92,83.0,48.0
2003,0.0,0.03,0.0,0.0,0.03,83,83.0,128.0
2003,0.0,0.04,0.0,0.01,0.05,82,83.0,307.0
2003,0.06,0.02,0.0,0.0,0.08,80,83.0,7.0
2003,0.04,0.01,0.0,0.0,0.05,79,83.0,12.0
2003,0.26,0.2,0.0,0.07,0.53,78,83.0,8.0
2003,0.16,0.12,0.0,0.04,0.32,78,83.0,12.0
2003,0.05,0.01,0.0,0.0,0.07,77,83.0,21.0
2003,0.01,0.0,0.0,0.0,0.02,77,83.0,12.0
2003,0.33,0.12,0.0,0.01,0.46,77,83.0,12.0
2003,0.5,0.16,0.46,0.03,1.15,76,83.0,21.0
2003,0.63,0.49,0.0,0.16,1.28,76,83.0,136.0
2003,0.23,0.07,0.0,0.01,0.3,76,83.0,30.0
2003,0.08,0.02,0.0,0.0,0.11,76,83.0,7.0
2003,0.16,0.08,0.0,0.01,0.25,74,83.0,15.0
2003,0.06,0.02,0.0,0.0,0.08,74,83.0,9.0
2003,0.0,0.03,0.0,0.0,0.03,74,83.0,70.0
2003,0.19,0.15,0.0,0.05,0.4,73,83.0,22.0
2003,0.34,0.27,0.0,0.09,0.7,73,83.0,19.0
2003,0.05,0.04,0.0,0.01,0.09,73,83.0,26.0
2003,0.12,0.04,0.0,0.0,0.17,73,83.0,11.0
2003,0.31,0.11,0.3,0.02,0.74,72,83.0,25.0
2003,0.54,0.35,0.46,0.1,1.45,71,83.0,94.0
2003,0.52,0.41,0.0,0.14,1.06,71,83.0,22.0
2003,0.04,0.01,0.0,0.0,0.05,70,83.0,7.0
2003,0.04,0.03,0.0,0.01,0.09,67,83.0,17.0
2003,0.08,0.06,0.0,0.02,0.15,64,83.0,63.0
2003,0.17,0.13,0.0,0.05,0.35,63,83.0,14.0
2003,0.09,0.07,0.0,0.02,0.19,62,83.0,7.0
2003,0.06,0.02,0.0,0.0,0.08,62,83.0,44.0
2003,0.06,0.02,0.0,0.0,0.08,62,83.0,6.0
2003,0.1,0.03,0.0,0.0,0.13,62,83.0,12.0
2003,0.08,0.03,0.0,0.0,0.11,54,83.0,8.0
2003,0.28,0.1,0.0,0.01,0.39,53,83.0,9.0
2003,0.14,0.11,0.0,0.04,0.28,48,83.0,13.0
2003,0.36,0.08,0.0,0.02,0.46,89,82.0,31.0
2003,0.47,0.13,0.0,0.02,0.62,89,82.0,14.0
2003,0.0,0.06,0.0,0.01,0.07,88,82.0,49.0
2003,1.68,0.74,0.0,0.36,2.78,87,82.0,241.0
2003,0.2,0.06,0.0,0.01,0.27,87,82.0,25.0
2003,0.44,0.04,0.0,0.02,0.51,85,82.0,11.0
2003,1.05,0.59,0.0,0.18,1.81,82,82.0,11.0
2003,0.17,0.05,0.0,0.01,0.23,82,82.0,23.0
2003,0.24,0.49,0.0,0.05,0.79,82,82.0,23.0
2003,0.24,0.18,0.0,0.06,0.48,81,82.0,19.0
2003,1.67,0.0,0.0,0.0,1.68,79,82.0,25.0
2003,0.0,0.04,0.0,0.0,0.04,78,82.0,38.0
2003,0.4,0.15,0.0,0.01,0.56,77,82.0,11.0
2003,0.21,0.08,0.0,0.01,0.29,77,82.0,25.0
2003,0.21,0.16,0.0,0.05,0.43,74,82.0,33.0
2003,0.65,0.51,0.0,0.17,1.34,73,82.0,63.0
2003,0.18,0.14,0.0,0.05,0.36,72,82.0,33.0
2003,0.13,0.03,0.0,0.0,0.17,72,82.0,5.0
2003,0.13,0.04,0.0,0.01,0.17,71,82.0,11.0
2003,0.04,0.01,0.0,0.0,0.05,71,82.0,6.0
2003,0.06,0.02,0.0,0.0,0.08,71,82.0,13.0
2003,0.31,0.08,0.0,0.01,0.4,71,82.0,9.0
2003,0.97,0.33,0.73,0.06,2.08,69,82.0,57.0
2003,1.63,0.22,0.51,0.06,2.41,66,82.0,92.0
2003,0.15,0.12,0.0,0.04,0.3,65,82.0,58.0
2003,0.08,0.02,0.0,0.0,0.11,64,82.0,11.0
2003,0.06,0.02,0.0,0.0,0.08,63,82.0,6.0
2003,0.01,0.0,0.01,0.0,0.03,56,82.0,17.0
2003,0.18,0.14,0.0,0.05,0.36,83,81.0,12.0
2003,0.3,0.23,0.0,0.08,0.61,81,81.0,12.0
2003,0.72,0.38,0.36,0.04,1.49,80,81.0,94.0
2003,0.02,0.01,0.0,0.0,0.02,77,81.0,19.0
2003,0.08,0.03,0.17,0.01,0.29,76,81.0,24.0
2003,0.01,0.0,0.0,0.0,0.01,75,81.0,8.0
2003,0.53,0.14,0.0,0.02,0.68,72,81.0,20.0
2003,0.24,0.09,0.0,0.01,0.33,72,81.0,18.0
2003,0.1,0.04,0.0,0.0,0.13,66,81.0,9.0
2003,0.03,0.02,0.0,0.01,0.06,64,81.0,12.0
2003,1.78,1.12,0.09,0.19,3.18,62,81.0,137.0
2003,0.15,0.12,0.26,0.04,0.56,56,81.0,38.0
2003,0.05,0.01,0.0,0.0,0.07,56,81.0,8.0
2003,1.09,0.15,0.25,0.04,1.53,81,80.0,56.0
2003,0.1,0.08,0.0,0.03,0.2,78,80.0,22.0
2003,1.89,1.05,0.02,0.31,3.27,77,80.0,94.0
2003,0.18,0.05,0.0,0.01,0.24,75,80.0,7.0
2003,1.21,0.57,0.7,0.07,2.54,73,80.0,89.0
2003,0.09,0.07,0.0,0.02,0.18,73,80.0,5.0
2003,0.0,0.01,0.0,0.0,0.02,71,80.0,28.0
2003,0.04,0.01,0.0,0.0,0.05,70,80.0,5.0
2003,0.21,0.08,0.0,0.01,0.29,69,80.0,5.0
2003,0.26,0.2,0.0,0.07,0.53,66,80.0,23.0
2003,0.34,0.09,0.02,0.01,0.45,63,80.0,45.0
2003,0.03,0.02,0.0,0.01,0.06,61,80.0,6.0
2003,0.26,0.07,0.0,0.01,0.34,57,80.0,8.0
2003,0.1,0.07,0.0,0.02,0.2,57,80.0,21.0
2003,0.03,0.01,0.0,0.0,0.04,55,80.0,5.0
2003,0.04,0.01,0.0,0.0,0.05,51,80.0,7.0
2003,0.49,0.38,0.0,0.13,1.0,51,80.0,8.0
2003,0.04,0.01,0.0,0.0,0.05,82,79.0,9.0
2003,0.06,0.02,0.0,0.0,0.07,75,79.0,8.0
2003,0.14,0.04,0.0,0.01,0.19,74,79.0,21.0
2003,0.08,0.07,0.0,0.02,0.17,71,79.0,11.0
2003,1.01,0.11,0.45,0.04,1.62,61,79.0,69.0
2003,0.32,0.25,0.0,0.08,0.66,61,79.0,9.0
2003,0.87,0.3,0.06,0.03,1.27,57,79.0,139.0
2003,0.57,0.33,0.0,0.04,0.94,92,78.0,72.0
2003,0.12,0.03,0.0,0.0,0.16,89,78.0,6.0
2003,0.82,0.37,0.89,0.05,2.13,87,78.0,212.0
2003,0.1,0.08,0.0,0.03,0.21,83,78.0,13.0
2003,0.1,0.04,0.0,0.0,0.14,83,78.0,8.0
2003,0.1,0.03,0.0,0.0,0.13,83,78.0,12.0
2003,0.02,0.01,0.0,0.0,0.03,78,78.0,13.0
2003,0.62,0.18,0.01,0.03,0.83,77,78.0,49.0
2003,0.96,0.37,0.0,0.05,1.38,77,78.0,28.0
2003,0.63,0.66,0.0,0.07,1.36,75,78.0,30.0
2003,0.36,0.08,0.14,0.02,0.59,73,78.0,47.0
2003,1.05,0.44,0.06,0.04,1.6,72,78.0,125.0
2003,0.09,0.07,0.0,0.02,0.18,72,78.0,41.0
2003,0.01,0.0,0.0,0.0,0.02,71,78.0,6.0
2003,0.04,0.01,0.0,0.0,0.05,71,78.0,5.0
2003,0.06,0.05,0.0,0.02,0.12,70,78.0,22.0
2003,0.16,0.12,0.0,0.04,0.32,69,78.0,16.0
2003,0.14,0.11,0.0,0.04,0.28,64,78.0,10.0
2003,1.04,1.37,0.06,0.49,2.96,64,78.0,94.0
2003,0.08,0.03,0.0,0.0,0.11,62,78.0,11.0
2003,0.05,0.04,0.0,0.01,0.09,61,78.0,6.0
2003,0.13,0.1,0.0,0.03,0.26,58,78.0,8.0
2003,0.24,0.09,0.0,0.01,0.33,55,78.0,6.0
2003,0.3,0.23,0.0,0.08,0.6,51,78.0,29.0
2003,0.4,0.1,0.0,0.01,0.51,94,77.0,17.0
2003,1.15,1.11,0.0,0.4,2.65,89,77.0,102.0
2003,1.57,0.18,0.0,0.27,2.03,86,77.0,41.0
2003,0.43,0.16,0.0,0.01,0.6,86,77.0,9.0
2003,0.35,0.13,0.0,0.01,0.49,85,77.0,22.0
2003,1.41,1.12,0.0,0.24,2.77,83,77.0,46.0
2003,0.06,0.04,0.0,0.01,0.11,81,77.0,19.0
2003,0.8,0.21,0.55,0.15,1.72,80,77.0,134.0
2003,0.2,0.04,0.0,0.01,0.25,80,77.0,20.0
2003,0.0,0.03,0.0,0.0,0.04,80,77.0,57.0
2003,0.5,0.02,0.0,0.08,0.61,75,77.0,35.0
2003,0.07,0.02,0.0,0.0,0.09,73,77.0,20.0
2003,0.05,0.04,0.0,0.01,0.1,70,77.0,15.0
2003,0.25,0.07,0.0,0.01,0.33,69,77.0,9.0
2003,0.74,1.01,0.0,0.2,1.95,69,77.0,59.0
2003,0.06,0.04,0.0,0.01,0.12,68,77.0,20.0
2003,0.08,0.02,0.0,0.0,0.11,67,77.0,6.0
2003,0.14,0.11,0.0,0.04,0.28,65,77.0,19.0
2003,0.06,0.02,0.0,0.0,0.08,64,77.0,21.0
2003,0.24,0.09,0.0,0.01,0.33,62,77.0,6.0
2003,0.03,0.03,0.0,0.01,0.07,61,77.0,9.0
2003,0.21,0.16,0.0,0.05,0.42,55,77.0,9.0
2003,0.42,0.06,0.0,0.02,0.5,86,76.0,12.0
2003,0.47,0.37,0.0,0.12,0.97,85,76.0,53.0
2003,0.25,0.07,0.0,0.01,0.33,84,76.0,37.0
2003,0.0,0.02,0.0,0.0,0.02,79,76.0,29.0
2003,0.06,0.02,0.0,0.0,0.09,78,76.0,5.0
2003,0.07,0.02,0.0,0.0,0.09,77,76.0,8.0
2003,0.09,0.02,0.0,0.0,0.12,76,76.0,5.0
2003,0.62,0.16,0.0,0.02,0.8,75,76.0,50.0
2003,0.85,0.23,0.0,0.04,1.11,74,76.0,51.0
2003,0.41,0.43,0.01,0.05,0.9,73,76.0,34.0
2003,0.0,0.02,0.0,0.0,0.02,72,76.0,83.0
2003,0.05,0.01,0.0,0.0,0.07,69,76.0,19.0
2003,1.98,2.23,0.13,0.8,5.13,68,76.0,100.0
2003,0.01,0.0,0.0,0.0,0.01,67,76.0,5.0
2003,0.13,0.03,0.0,0.0,0.17,65,76.0,13.0
2003,0.12,0.09,0.0,0.03,0.24,63,76.0,11.0
2003,0.14,0.11,0.0,0.04,0.28,56,76.0,21.0
2003,0.12,0.03,0.0,0.0,0.15,89,75.0,6.0
2003,0.88,2.3,0.2,0.83,4.2,80,75.0,22.0
2003,0.03,0.01,0.0,0.0,0.04,80,75.0,4.0
2003,0.21,0.16,0.0,0.05,0.42,78,75.0,11.0
2003,0.0,0.03,0.0,0.01,0.03,76,75.0,549.0
2003,0.13,0.05,0.0,0.0,0.18,75,75.0,4.0
2003,0.05,0.04,0.0,0.01,0.1,72,75.0,14.0
2003,0.22,0.08,0.0,0.01,0.3,72,75.0,15.0
2003,0.0,0.19,0.0,0.01,0.2,69,75.0,280.0
2003,0.14,0.04,0.0,0.01,0.19,69,75.0,4.0
2003,0.02,0.02,0.0,0.01,0.04,67,75.0,4.0
2003,0.25,0.19,0.0,0.06,0.5,51,75.0,6.0
2003,0.02,0.02,0.0,0.0,0.04,83,74.0,396.0
2003,0.15,0.04,0.0,0.01,0.19,71,74.0,7.0
2003,0.06,0.02,0.0,0.0,0.08,68,74.0,5.0
2003,0.2,0.05,0.0,0.01,0.26,66,74.0,8.0
2003,0.22,0.06,0.0,0.01,0.29,65,74.0,27.0
2003,0.22,0.17,0.0,0.06,0.44,56,74.0,21.0
2003,0.15,0.04,0.0,0.01,0.2,40,74.0,7.0
2003,0.03,0.01,0.0,0.0,0.03,79,73.0,4.0
2003,0.19,0.15,0.0,0.05,0.39,79,73.0,13.0
2003,0.44,0.11,0.0,0.02,0.56,77,73.0,29.0
2003,0.05,0.01,0.0,0.0,0.06,71,73.0,6.0
2003,0.43,0.11,0.0,0.02,0.56,68,73.0,25.0
2003,0.11,0.03,0.0,0.01,0.14,66,73.0,28.0
2003,0.08,0.02,0.0,0.0,0.1,66,73.0,4.0
2003,0.06,0.02,0.0,0.0,0.08,66,73.0,8.0
2003,0.13,0.03,0.0,0.0,0.17,61,73.0,8.0
2003,0.01,0.0,0.0,0.0,0.01,45,73.0,8.0
2003,0.04,0.01,0.0,0.0,0.05,40,73.0,7.0
2003,0.11,0.04,0.0,0.0,0.15,80,72.0,12.0
2003,0.09,0.03,0.0,0.0,0.13,79,72.0,15.0
2003,0.14,0.05,0.0,0.0,0.2,72,72.0,5.0
2003,0.34,0.09,0.0,0.01,0.44,71,72.0,44.0
2003,0.05,0.01,0.0,0.0,0.07,61,72.0,9.0
